cyc,time,y2 piezo,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
48,10.09,95,48,40355.6,0,5,101,125,0,5,135,-6.5818,-4.17686,-10.4808,-5.53789,-1.81867,-95.557,-26.4859,44136.8,-35.7299,16439.4,-6.21258,-3.80765,-9.74239,-5.16868,-1.44946,0.630701,-20.9016,44555.6,-30.1456,0.366204,-0.000268136,1.00037,-57.0762,261.719,340.262,0.256701,64467,1.13039e-06,0.263994,109.582,87.5914,21.1817,23.9324,0.885063,408.621,530.746,0.411978 
49,0.85,95,49,39020.3,0,5,101,125,0,5,135,-1.87711,-3.5909,-13.2298,-3.1053,-1.96315,-173.176,-19.2702,43382.8,-44.7722,16439.4,-1.20799,-2.92178,-11.8916,-2.43619,-1.29403,0.397942,-9.14979,44141.8,-34.6518,0.180356,-0.000118461,1.00043,-50.7319,286.479,269.66,0.224504,62816.8,1.12066e-06,0.248016,106.907,91.9833,23.2235,22.2915,1.04181,491.194,460.458,0.424371 
50,6.73,115,50,39223.9,0,5,101,125,0,5,135,-4.77174,-8.82578,-10.8338,-1.24181,-2.15396,-131.03,-24.6763,42707.6,-39.7783,16439.4,-4.26546,-8.31951,-9.82127,-0.73553,-1.64769,0.603813,-17.0189,43282,-32.1209,0.306294,-0.000224742,1.0004,-55.564,293,365.377,0.281812,62743.6,1.12023e-06,0.292078,106.995,87.8631,21.7462,24.0462,0.904352,430.691,535.803,0.428824 
51,0.01,115,51,37632.2,0,5,101,125,0,5,135,-3.6773,-8.01474,-9.58782,-2.71667,-3.43475,-54.543,-12.7465,41330.4,-26.9283,16439.4,-3.46656,-7.804,-9.16633,-2.50593,-3.224,0.649696,-9.55897,41569.5,-23.7408,0.251235,-0.000131418,1.00031,-38.048,335.36,394.713,0.234946,60953.6,1.10947e-06,0.327929,108.157,86.6131,24.816,26.6888,0.929828,560.871,660.042,0.548404 
52,4.63,115,52,37974.9,0,5,101,125,0,5,135,-4.76398,-1.09179,-0.396779,-2.47497,-2.59829,-150.341,-0.696954,42305.1,-44.8178,16439.4,-4.18309,-0.510908,0.764993,-1.89408,-2.0174,1.09757,8.08895,42964,-36.0319,-0.230131,0.000107573,1.00046,-35.1494,226.223,309.179,0.220853,62625.6,1.11953e-06,0.236232,109.29,86.3796,20.738,24.0448,0.862473,391.682,535.743,0.409177 
53,5.89,115,53,36488.3,0,5,101,125,0,5,135,-4.65279,-8.0796,-9.85822,-3.7107,-2.59598,-97.4029,-14.4803,40386.9,-35.6332,16439.4,-4.27645,-7.70326,-9.10553,-3.33435,-2.21963,0.658191,-8.78804,40813.8,-29.941,0.196525,-0.000123055,1.0004,-44.7173,325.896,330.265,0.2547,59041.7,1.09775e-06,0.29886,108.386,87.5975,23.6809,23.6748,1.00026,510.733,519.38,0.469177 
54,2.53,115,54,38873.1,0,5,101,125,0,5,135,-2.57388,-3.19141,-5.60085,0.612894,-1.20617,-97.3883,-9.98867,42907.8,-42.5227,16439.4,-2.19759,-2.81512,-4.84827,0.989183,-0.82988,0.500265,-4.29729,43334.7,-36.8314,0.0886133,-5.6669e-05,1.00046,-48.4949,268.431,312.153,0.203852,62814.2,1.12065e-06,0.258304,107.614,88.2361,23.3601,24.9153,0.937577,496.988,575.236,0.477119 
55,7.15,115,55,37362,0,5,101,125,0,5,135,-3.47668,-0.905271,-3.59348,-7.07405,-1.61205,-157.13,-17.4376,41595,-29.9451,16439.4,-2.86956,-0.29815,-2.37924,-6.46693,-1.00493,0.817246,-8.25495,42283.8,-20.7625,0.248869,-0.000111571,1.00027,-33.1699,241.025,316.595,0.239462,60831.7,1.10873e-06,0.249147,106.283,87.379,20.7873,23.6228,0.879967,393.546,517.103,0.406874 
56,3.79,115,56,37441.5,0,5,101,125,0,5,135,-4.54434,-1.78811,-3.58811,-1.60858,-7.54798,-96.8563,-7.06409,41568.4,-32.707,16439.4,-4.1701,-1.41388,-2.83964,-1.23435,-7.17375,0.831292,-1.40381,41993,-27.0467,0.0414594,-1.9103e-05,1.00035,-33.8599,278.346,329.032,0.247263,60732.2,1.10813e-06,0.2731,108.514,88.4745,22.1183,23.8202,0.928556,445.557,525.777,0.43678 
57,3.37,115,57,39252.4,0,5,101,125,0,5,135,-4.59701,-2.95095,-4.68794,-6.66003,-5.25944,-59.3463,-10.2289,42888.2,-31.2226,16439.4,-4.3677,-2.72165,-4.22933,-6.43073,-5.03014,0.814336,-6.7607,43148.3,-27.7544,0.168739,-8.95424e-05,1.00035,-40.066,286.036,290.081,0.211646,62703.3,1.11999e-06,0.257191,108.901,90.1784,23.738,23.6945,1.00184,513.2,520.245,0.461353 
58,8.41,115,58,38617.2,0,5,101,125,0,5,135,-3.26321,0.134472,-5.10994,-3.81713,-2.85289,-79.401,-8.72122,42632.9,-29.1726,16439.4,-2.95642,0.441261,-4.49636,-3.51034,-2.5461,0.655925,-4.08103,42980.9,-24.5324,0.121749,-5.426e-05,1.00031,-33.52,295.863,304.691,0.225242,62387.1,1.1181e-06,0.26853,107.867,88.0492,23.5754,23.7279,0.993574,506.193,521.711,0.459612 
59,8.83,115,59,35380.4,0,5,101,125,0,5,135,-4.13322,-5.78641,-5.0513,-1.63371,-5.61171,-136.24,0.418385,38983.3,-36.7617,16439.4,-3.60682,-5.26001,-3.99849,-1.10731,-5.08531,0.790193,8.38024,39580.4,-28.7999,-0.320105,0.000120972,1.0004,-26.1796,311.355,329.105,0.255896,56547.4,1.08207e-06,0.295829,108.241,88.2506,23.1083,23.5542,0.981069,486.335,514.104,0.462103 
60,2.11,115,60,35494.1,0,5,101,125,0,5,135,-3.45468,-5.94403,-15.0763,-5.70976,-6.16952,-97.0913,-0.0626496,39439.6,-31.2318,16439.4,-3.07954,-5.56889,-14.326,-5.33461,-5.79438,0.579924,5.61136,39865.2,-25.5578,-0.223935,8.0427e-05,1.00035,-25.058,202.734,245.402,0.181073,56798.8,1.08367e-06,0.205829,106.944,85.9396,21.2371,23.21,0.914997,410.76,499.186,0.417858 
61,5.05,115,61,37836.3,0,5,101,125,0,5,135,-2.32862,-5.35895,-10.8443,-4.66892,0.147445,-56.5454,2.23153,41690.4,-37.05,16439.4,-2.11014,-5.14047,-10.4074,-4.45044,0.365925,0.521335,5.53604,41938.3,-33.7455,-0.15836,7.54254e-05,1.00044,-34.9585,208.574,243.543,0.168246,61179.4,1.11084e-06,0.202892,109.14,87.4155,22.2184,23.8003,0.933531,449.596,524.903,0.43732 
62,7.57,115,62,41351.7,0,5,101,125,0,5,135,-6.88729,-3.95485,-4.1627,-3.69147,-2.3567,-79.0864,-7.12633,45209.2,-48.8972,16439.4,-6.58171,-3.64928,-3.55155,-3.38589,-2.05112,0.815212,-2.50452,45555.9,-44.2753,0.045017,-3.14163e-05,1.00053,-55.6349,212.446,275.532,0.190605,66293.9,1.14097e-06,0.212049,106.269,86.8146,21.3023,24.0585,0.885438,413.288,536.352,0.412645 
63,1.27,115,63,35038.5,0,5,101,125,0,5,135,-5.42578,-1.237,-2.3911,-6.80506,-2.79796,-54.2986,-21.9003,39026.1,-25.3843,16439.4,-5.21598,-1.02721,-1.9715,-6.59526,-2.58816,0.886683,-18.7271,39264.1,-22.2111,0.412669,-0.000272619,1.00031,-45.3805,244.442,367.767,0.251073,57091.8,1.08553e-06,0.276206,106.226,88.0067,20.6185,25.0218,0.824021,387.178,580.162,0.436605 
64,9.67,115,64,38894.9,0,5,101,125,0,5,135,-1.79329,-4.56099,-5.1011,-1.7558,-2.90888,-98.0552,1.90933,42586.1,-42.6504,16439.4,-1.41442,-4.18212,-4.34337,-1.37694,-2.53001,0.686328,7.63968,43015.9,-36.92,-0.208368,0.000101476,1.00047,-36.6644,278.958,347.83,0.270525,61838.2,1.11481e-06,0.279415,109.392,88.4949,21.4856,23.7533,0.904532,420.432,522.832,0.420559 
65,0.43,115,65,39219.1,0,5,101,125,0,5,135,-2.80779,-1.45435,-8.21349,-5.4953,-3.72787,-71.5004,-1.66771,43366.5,-46.9892,16439.4,-2.53153,-1.17809,-7.66097,-5.21903,-3.45161,0.61774,2.51077,43679.9,-42.8107,-0.0513848,3.28453e-05,1.00053,-48.8621,297.583,268.235,0.205375,63398.5,1.12411e-06,0.251335,107.609,90.5209,24.4809,23.0419,1.06245,545.826,491.984,0.460991 
66,2.95,115,66,38502.6,0,5,101,125,0,5,135,-6.27162,-3.97323,-5.2612,-6.27187,-1.46775,-85.25,-18.2931,42431.6,-28.6094,16439.4,-5.94223,-3.64384,-4.60242,-5.94248,-1.13836,0.783612,-13.3111,42805.2,-23.6274,0.319487,-0.000177729,1.0003,-41.664,358.877,343.344,0.266281,62480.4,1.11866e-06,0.31379,108.293,90.3219,24.5113,23.7603,1.0316,547.18,523.14,0.478273 
67,5.47,115,67,36515.2,0,5,101,125,0,5,135,-4.42262,-0.768112,-0.660618,-2.83168,-0.49819,-55.0019,-8.23375,40178.1,-30.3739,16439.4,-4.2101,-0.555596,-0.235585,-2.61917,-0.285674,0.970202,-5.01944,40419.1,-27.1596,0.133457,-7.09678e-05,1.00036,-37.611,293.553,307.48,0.219961,58698.6,1.09562e-06,0.274215,108.887,88.1428,23.7174,24.0271,0.987109,512.308,534.953,0.477819 
68,9.25,115,68,37815.4,0,5,101,125,0,5,135,-3.21512,-0.790899,-2.96785,-7.3687,-7.20741,-39.6123,-14.0122,41707,-32.5223,16439.4,-3.06207,-0.637845,-2.66174,-7.21565,-7.05435,0.870987,-11.6973,41880.6,-30.2073,0.243967,-0.000159626,1.00039,-47.9461,309.116,349.038,0.274902,60648.9,1.10762e-06,0.296555,108.704,88.2052,22.5098,23.7024,0.949686,461.47,520.592,0.442516 
69,4.21,115,69,40653.5,0,5,101,125,0,5,135,-7.33772,-3.46352,-8.98355,-4.33059,-2.28732,-120.495,-9.30776,44419.2,-33.477,16439.4,-6.87215,-2.99796,-8.05242,-3.86502,-1.82175,0.65893,-2.26606,44947.4,-26.4353,0.0666715,-2.88099e-05,1.00032,-33.9885,257.001,337.203,0.25781,64863.9,1.13271e-06,0.259893,109.156,86.9859,20.9405,23.7846,0.880424,399.368,524.208,0.403943 
70,6.31,115,70,38197.1,0,5,101,125,0,5,135,-2.40205,-6.26262,-8.38927,-5.10687,-3.66041,-93.6793,3.47765,41895.8,-32.8835,16439.4,-2.0401,-5.90067,-7.66535,-4.74491,-3.29845,0.675876,8.95227,42306.4,-27.4089,-0.373971,0.000120903,1.00035,-23.9384,299.431,320.953,0.244969,61167.9,1.11077e-06,0.27909,107.256,87.9779,23.0201,23.6494,0.973392,482.629,518.265,0.450254 
71,7.99,115,71,37927.4,0,5,101,125,0,5,135,-3.3164,-4.65623,-10.8255,-2.86114,-3.96797,-166.635,3.5745,41856.4,-36.6147,16439.4,-2.67256,-4.01239,-9.53785,-2.21729,-3.32413,0.561765,13.3126,42586.8,-26.8766,-0.702913,0.000178597,1.00034,-18.9392,247.52,289.464,0.204882,61124,1.11051e-06,0.241036,107.446,87.576,22.3424,23.9333,0.933526,454.63,530.786,0.442352 
72,1.69,115,72,38800,0,5,101,125,0,5,135,-5.58231,-1.84966,-2.45811,-4.14217,-3.78747,-141.407,-11.5957,42677.1,-41.3028,16439.4,-5.03595,-1.30329,-1.36538,-3.5958,-3.2411,0.906105,-3.33191,43296.9,-33.039,0.0775246,-4.39761e-05,1.00041,-42.9787,246.874,312.64,0.251911,61815.8,1.11468e-06,0.249236,106.199,85.7901,20.6941,23.0746,0.896833,390.023,493.38,0.393538 
73,10.09,115,73,37144.6,0,5,101,125,0,5,135,-2.29773,-2.32189,-4.38843,-7.92514,1.63414,-112.404,-5.7327,41045.6,-38.8702,16439.4,-1.86342,-1.88759,-3.51982,-7.49083,2.06845,0.722701,0.836211,41538.3,-32.3013,-0.0220489,1.15034e-05,1.00042,-37.9253,236.505,306.731,0.226942,59929,1.10322e-06,0.244139,108.929,87.7594,21.0385,23.7404,0.886189,403.114,522.263,0.415907 
74,0.85,115,74,36576.9,0,5,101,125,0,5,135,0.435725,-5.44444,-4.53096,-3.77866,-2.03451,-218.973,-18.4858,41145.7,-40.9247,16439.4,1.28179,-4.59837,-2.83883,-2.9326,-1.18845,0.723754,-5.68903,42105.4,-28.1279,0.144236,-7.72139e-05,1.00036,-39.4425,274.094,266.647,0.219528,59681.2,1.1017e-06,0.245389,106.443,91.0417,22.9072,22.3738,1.02384,477.905,463.868,0.427371 
