cyc,time,y2 piezo,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
51,1.57,55,51,48686.2,0,5,101,125,0,5,135,-4.06354,-6.717,-13.8985,-7.6151,-9.68426,-128.116,-11.8341,53201,-29.0957,16439.4,-3.56852,-6.22198,-12.9085,-7.12008,-9.18924,0.669084,-4.34702,53762.5,-21.6086,0.143573,-4.62055e-05,1.00022,-30.2773,303.634,469.976,0.308923,73915.7,1.18312e-06,0.319289,105.703,88.032,21.5496,26.5274,0.812354,422.939,652.081,0.443875 
52,3.26,55,52,49547.3,0,5,101,125,0,5,135,-3.93181,-1.77832,-8.41805,-2.94968,-6.69151,-218.601,-4.02215,54014.2,-46.0202,16439.4,-3.08718,-0.933692,-6.7288,-2.10505,-5.84688,0.640202,8.75288,54972.3,-33.2452,-0.281069,9.09765e-05,1.00033,-31.1414,363.508,342.911,0.268809,74778.7,1.18771e-06,0.297261,108.045,86.4,24.6126,23.7005,1.03848,551.712,520.508,0.451191 
53,4.3,55,53,49735.2,0,5,101,125,0,5,135,-7.01185,-7.6726,-3.55285,-5.60584,-1.95816,-244.465,-7.6621,54332.8,-34.1659,16439.4,-6.06729,-6.72803,-1.66372,-4.66127,-1.01359,0.917367,6.62443,55404.3,-19.8793,-0.384454,6.83183e-05,1.00019,-17.2308,358.473,432.023,0.329381,76228.1,1.19533e-06,0.329225,108.897,86.6834,23.0156,24.9818,0.921296,482.441,578.309,0.44189 
54,3.65,55,54,50648.7,0,5,101,125,0,5,135,-5.39692,-3.56603,-8.94945,-5.30728,-1.09689,-282.187,1.85196,55244.8,-39.293,16439.4,-4.30661,-2.47572,-6.76882,-4.21697,-0.00657406,0.619188,18.343,56481.6,-22.802,-2.03372,0.000185543,1.00022,-9.0194,305.202,296.947,0.208201,76924.9,1.19896e-06,0.251089,107.925,88.3241,24.7244,24.1322,1.02454,556.736,539.643,0.457164 
55,1.7,55,55,48642,0,5,101,125,0,5,135,-2.07228,-4.65751,-5.46332,-1.54333,-3.15678,-160.661,-14.0957,53462.2,-36.2482,16439.4,-1.45152,-4.03674,-4.22179,-0.92257,-2.53602,0.679406,-4.70668,54166.4,-26.8591,0.127422,-4.96556e-05,1.00027,-36.9376,270.507,408.709,0.288774,74746.5,1.18754e-06,0.279994,105.606,86.401,20.746,25.2549,0.821461,391.981,591.024,0.405311 
56,1.18,55,56,46572.5,0,5,101,125,0,5,135,-6.73786,-2.88246,-15.5481,-7.1862,-4.67224,-242.446,-34.459,51638.2,-29.9596,16439.4,-5.8011,-1.9457,-13.6745,-6.24944,-3.73548,0.564592,-20.2905,52700.9,-15.7911,0.51709,-0.000220056,1.00016,-39.2398,245.57,335.578,0.214332,72559.3,1.17584e-06,0.244139,106.356,88.3579,21.8896,25.3287,0.864222,436.389,594.48,0.433169 
57,0.4,55,57,48573.2,0,5,101,125,0,5,135,-4.92741,-5.05161,-10.7773,-6.28369,-5.57559,-187.562,-17.0848,53584.5,-38.6075,16439.4,-4.20271,-4.32691,-9.32785,-5.55899,-4.85089,0.670013,-6.12371,54406.6,-27.6464,0.155822,-6.43211e-05,1.00028,-39.2994,356.62,339.31,0.253029,75577,1.19192e-06,0.291846,107.699,87.0049,24.8941,24.0654,1.03444,564.405,536.659,0.461741 
58,2.48,55,58,46981.8,0,5,101,125,0,5,135,-7.24646,-6.55385,-5.66555,-6.13835,-3.66402,-88.8357,-23.301,51463.3,-30.7491,16439.4,-6.90322,-6.2106,-4.97906,-5.79511,-3.32078,0.817005,-18.1095,51852.7,-25.5576,0.371259,-0.000199611,1.00027,-48.7786,264.483,365.487,0.239951,72892.1,1.17763e-06,0.264013,106.079,83.8087,21.8135,25.3922,0.85906,433.359,597.468,0.432087 
59,0.14,55,59,47799.7,0,5,101,125,0,5,135,-6.61088,-5.87003,-7.91332,-9.14299,-6.18214,-98.7019,-8.01193,52381.5,-32.7773,16439.4,-6.22951,-5.48866,-7.15059,-8.76163,-5.80078,0.78611,-2.24379,52814.1,-27.0092,0.0647468,-2.42775e-05,1.00028,-34.6548,385.209,454.047,0.279605,73944.6,1.18327e-06,0.353438,107.996,82.4006,25.0542,26.9736,0.928841,571.688,674.203,0.524674 
60,2.87,55,60,49776.6,0,5,101,125,0,5,135,-3.1677,-3.84966,-12.5571,-4.22431,-6.83727,-153.875,-19.4675,54505.1,-40.6271,16439.4,-2.57316,-3.25512,-11.368,-3.62977,-6.24273,0.580033,-10.4751,55179.5,-31.6346,0.216263,-0.00010849,1.00031,-48.4366,310.569,373.41,0.254449,76823,1.19843e-06,0.284157,107.319,85.5961,23.1855,25.1764,0.920923,489.589,587.352,0.447457 
61,1.83,55,61,51799.8,0,5,101,125,0,5,135,-1.06321,-6.12127,-11.8005,-3.92763,-6.62505,-158.379,-21.3395,56747.7,-34.338,16439.4,-0.451271,-5.50933,-10.5766,-3.31568,-6.01311,0.5911,-12.0839,57441.9,-25.0824,0.286465,-0.000120224,1.00024,-42.1827,284.701,390.779,0.304349,78911.5,1.2092e-06,0.275844,105.394,86.4084,20.9364,24.2866,0.862055,399.211,546.571,0.386302 
62,4.69,55,62,49958.1,0,5,101,125,0,5,135,-4.14937,-6.57745,-6.38117,-3.02535,-5.65003,-214.257,-3.49622,54415.1,-47.4039,16439.4,-3.32153,-5.7496,-4.72548,-2.1975,-4.82218,0.772991,9.02497,55354.2,-34.8827,-0.274864,9.31573e-05,1.00034,-32.8343,289.84,364.781,0.285903,76026,1.19427e-06,0.272265,109.333,85.7224,21.5216,23.944,0.89883,421.838,531.258,0.396389 
63,3.91,55,63,49451.4,0,5,101,125,0,5,135,-4.43277,-5.29166,-6.19459,-2.67269,-2.59183,-174.228,-26.1252,53676.6,-31.1311,16439.4,-3.75959,-4.61848,-4.84823,-1.9995,-1.91865,0.717213,-15.9433,54440.2,-20.9493,0.388081,-0.000167376,1.00021,-41.0824,345.024,371.747,0.253258,75557.3,1.19182e-06,0.300497,108.59,88.132,24.4729,25.1383,0.973532,545.469,585.576,0.474207 
64,0.27,55,64,50422,0,5,101,125,0,5,135,-5.9516,-4.39542,-10.0287,-3.85672,-0.94302,-125.319,-14.5046,55035.8,-36.7751,16439.4,-5.46739,-3.91122,-9.06031,-3.37251,-0.458813,0.593165,-7.18103,55585.1,-29.4514,0.168875,-7.38282e-05,1.00029,-42.5228,366.339,386.538,0.253788,77525.3,1.20207e-06,0.313045,108.114,85.3279,25.2345,25.6675,0.983131,579.946,610.49,0.494996 
65,1.31,55,65,47623.9,0,5,101,125,0,5,135,-0.714181,-5.08021,-12.3279,-0.733653,-6.49567,-131.684,-27.823,52614.7,-49.1055,16439.4,-0.205381,-4.57141,-11.3103,-0.224852,-5.98687,0.492784,-20.1274,53191.9,-41.4099,0.288279,-0.000216271,1.00042,-69.8192,231.088,345.858,0.205985,74033.5,1.18375e-06,0.238824,105.918,88.1914,21.5549,26.1663,0.823766,423.147,634.452,0.437709 
66,2.61,55,66,49385.7,0,5,101,125,0,5,135,-4.68577,-3.08471,-12.4734,-2.32406,-0.685368,-117.564,-20.8253,54182.6,-30.1974,16439.4,-4.23153,-2.63046,-11.5649,-1.86981,-0.231123,0.436624,-13.9549,54697.9,-23.3269,0.332677,-0.000145808,1.00023,-41.9472,260.927,360.868,0.228469,74805.2,1.18785e-06,0.258329,106.33,84.4955,22.0911,25.6863,0.860037,444.461,611.385,0.438848 
67,3.78,55,67,50547.6,0,5,101,125,0,5,135,-7.73951,-0.703214,-8.25244,-1.69747,-3.10605,-154.648,-19.4345,54885.2,-36.2025,16439.4,-7.14198,-0.105684,-7.05738,-1.09994,-2.50852,0.60603,-10.3969,55563,-27.1648,0.241817,-0.000106936,1.00027,-42.9946,298.124,313.517,0.214224,76150.1,1.19492e-06,0.255852,108.455,87.7411,24.1418,24.5455,0.983553,530.808,558.285,0.455572 
68,4.43,55,68,50806.1,0,5,101,125,0,5,135,-0.0991977,-3.58775,-7.12902,-2.40255,-2.23846,-212.246,-1.67054,55164.1,-41.0544,16439.4,0.720877,-2.76768,-5.48887,-1.58247,-1.41838,0.479063,10.7331,56094.4,-28.6508,-0.453872,0.000109325,1.00028,-23.6478,309.17,365.656,0.281052,76385,1.19615e-06,0.281092,108.936,85.6189,22.3468,24.0913,0.927587,454.81,537.817,0.413472 
69,4.17,55,69,50307.8,0,5,101,125,0,5,135,-3.98732,-1.80833,-12.3654,-6.86947,-4.79217,-191.66,5.85812,54681.1,-41.8395,16439.4,-3.24679,-1.0678,-10.8843,-6.12894,-4.05163,0.571137,17.0587,55521.1,-30.6389,-0.865573,0.000175539,1.0003,-19.708,351.468,414.526,0.290986,75883.8,1.19353e-06,0.319805,108.996,87.435,23.6061,25.3823,0.930022,507.512,597,0.461187 
70,3.39,55,70,50872.1,0,5,101,125,0,5,135,-4.21054,-5.73139,-12.8891,-3.3198,0.280129,-243.52,7.80214,55205,-39.9947,16439.4,-3.26963,-4.79047,-11.0073,-2.37889,1.22104,0.455765,22.0334,56272.4,-25.7634,-2.4805,0.000223693,1.00025,-8.88265,336.82,313.38,0.240077,76406.6,1.19626e-06,0.271586,107.979,87.0846,24.6252,23.5721,1.04467,552.276,514.884,0.445765 
71,0.92,55,71,49852.5,0,5,101,125,0,5,135,-5.03704,-7.41414,-10.5705,-6.16794,-5.83686,-248.989,1.72693,54909.6,-43.1829,16439.4,-4.07499,-6.4521,-8.64644,-5.2059,-4.87481,0.704438,16.2778,56000.9,-28.632,-0.900298,0.00016607,1.00028,-18.0805,271.514,261.603,0.209121,75807.3,1.19313e-06,0.223373,106.499,88.9945,23.2411,22.5931,1.02868,491.94,473.004,0.404298 
72,3,55,72,48308.2,0,5,101,125,0,5,135,-2.76223,-1.11984,-7.25019,-8.83533,-4.0949,-163.545,-14.9655,52804.5,-34.5286,16439.4,-2.13033,-0.487937,-5.98638,-8.20343,-3.463,0.704684,-5.40794,53521.3,-24.971,0.152883,-5.77421e-05,1.00025,-35.3732,316.953,351.361,0.251858,73707.9,1.18201e-06,0.282327,107.392,85.6008,23.5102,24.501,0.95956,503.398,556.264,0.447687 
73,1.96,55,73,47581.1,0,5,101,125,0,5,135,-7.91815,-2.55141,-8.53288,-7.47625,-2.22866,-149.622,-11.6784,52357.7,-24.9093,16439.4,-7.34004,-1.9733,-7.37666,-6.89814,-1.65055,0.707724,-2.93445,53013.5,-16.1654,0.131396,-3.16312e-05,1.00017,-22.333,223.753,286.036,0.231206,72216.9,1.17399e-06,0.215492,105.502,86.1542,20.2995,22.7777,0.891203,375.293,480.764,0.361817 
74,4.56,55,74,48092,0,5,101,125,0,5,135,-3.84939,-5.21138,-13.0685,-6.63187,0.106638,-185.88,10.1187,52716.1,-35.0335,16439.4,-3.13119,-4.49317,-11.6321,-5.91367,0.824843,0.522204,20.9815,53530.8,-24.1707,-2.61507,0.000223922,1.00025,-8.0233,290.863,353.853,0.280074,72620.3,1.17617e-06,0.272763,109.229,85.8295,21.696,23.7396,0.913918,428.706,522.227,0.402291 
75,1.05,55,75,46062.2,0,5,101,125,0,5,135,-0.991449,-5.69102,-11.5345,-7.03887,-6.26849,-339.461,-11.9477,50925.2,-24.7222,16439.4,0.320161,-4.37941,-8.91131,-5.72726,-4.95688,0.623275,7.89036,52413,-4.88409,3.88792,8.60166e-05,1.00005,2.02946,290.33,332.882,0.248882,70815.4,1.16634e-06,0.266542,106.414,89.0191,22.5441,23.8963,0.943414,462.874,529.143,0.424318 
76,0.53,55,76,45331.2,0,5,101,125,0,5,135,-4.65205,-4.87864,-6.42488,-4.634,-3.87504,-203.604,-7.29117,50398.9,-26.9736,16439.4,-3.86537,-4.09196,-4.85152,-3.84732,-3.08836,0.754285,4.60742,51291.3,-15.0751,-0.34173,5.13279e-05,1.00016,-13.4826,312.364,266.48,0.225579,69994.1,1.16182e-06,0.248328,107.268,86.0936,24.2277,22.2176,1.09047,534.591,457.414,0.425626 
77,2.74,55,77,49254.8,0,5,101,125,0,5,135,-4.25144,-3.63223,-4.94592,-6.3151,-1.26657,-191.332,-18.4013,54094,-41.447,16439.4,-3.51217,-2.89296,-3.46738,-5.57583,-0.527303,0.782958,-7.21984,54932.6,-30.2655,0.165827,-7.5109e-05,1.0003,-43.5384,287.224,378.75,0.244165,75100,1.18941e-06,0.277304,106.556,83.6132,22.6146,25.6803,0.880621,465.775,611.101,0.448554 
78,0.66,95,78,48024.7,0,5,101,125,0,5,135,-6.46023,-1.93539,-17.4619,-5.4541,-4.51268,-205.209,-14.464,52933.5,-33.1934,16439.4,-5.66734,-1.14251,-15.8761,-4.66121,-3.71979,0.488971,-2.47159,53833,-21.201,0.0885469,-2.62363e-05,1.00021,-27.9128,394.512,309.213,0.272577,74050,1.18384e-06,0.29503,107.126,90.0419,25.5209,22.3954,1.13956,593.188,464.76,0.443526 
79,0.01,95,79,47800.3,0,5,101,125,0,5,135,-4.70688,-1.01434,-4.72711,-5.88033,-5.33594,-194.598,5.11162,51944,-5.93411,16439.4,-3.95499,-0.262456,-3.22334,-5.12845,-4.58405,0.812086,16.4839,52796.9,5.43819,0.716388,0.000178376,0.999944,23.0098,365.581,434.832,0.238234,72773.8,1.177e-06,0.338749,108.487,86.0923,25.8339,27.8786,0.926656,607.825,720.205,0.562137 
80,4.04,95,80,48883.2,0,5,101,125,0,5,135,-4.28118,-4.7166,-9.67893,-6.83398,-2.9485,-193.859,8.22066,53266.2,-22.7706,16439.4,-3.53214,-3.96756,-8.18086,-6.08494,-2.19947,0.658633,19.5498,54115.9,-11.4414,3.35903,0.00020639,1.00011,5.82007,322.62,405.722,0.293649,74228.6,1.18479e-06,0.305365,108.816,87.7132,22.5484,25.0331,0.900744,463.054,580.689,0.43767 
81,3.52,95,81,49785.7,0,5,101,125,0,5,135,-4.07791,-8.35309,-4.82322,-7.43006,-3.76627,-109.405,-13.7814,54095.6,-32.5781,16439.4,-3.65519,-7.93036,-3.97778,-7.00734,-3.34355,0.846502,-7.38777,54575.2,-26.1845,0.190362,-7.73596e-05,1.00026,-38.8091,326.951,347.426,0.235963,76348.7,1.19596e-06,0.281809,108.881,87.8257,24.4291,24.9349,0.979717,543.518,576.139,0.4679 
82,4.82,95,82,48846.5,0,5,101,125,0,5,135,-4.67793,-2.85173,-9.47566,-6.63527,-1.51963,-173.291,-6.05482,53401.3,-27.9603,16439.4,-4.00837,-2.18216,-8.13653,-5.96571,-0.850066,0.615164,4.07233,54160.8,-17.8332,-0.235021,4.29637e-05,1.00018,-17.3275,231.324,308.758,0.203613,74937,1.18854e-06,0.224856,109.766,86.643,21.675,24.8119,0.873575,427.876,570.468,0.41568 
83,2.35,95,83,48660.1,0,5,101,125,0,5,135,-2.84751,-2.92244,-6.53617,-1.0069,-6.0068,-103.532,-12.0401,53267,-28.1589,16439.4,-2.44748,-2.52241,-5.73612,-0.606868,-5.60677,0.660979,-5.98968,53720.8,-22.1084,0.184186,-6.37163e-05,1.00022,-32.5198,265.961,327.11,0.204284,75164.8,1.18975e-06,0.247914,107.016,83.7945,23.2489,25.5213,0.910959,492.27,603.559,0.458149 
84,1.44,95,84,49170.4,0,5,101,125,0,5,135,-5.08772,-9.01819,-11.6813,-3.34389,-3.68604,-155.831,-21.8129,53987.8,-12.4733,16439.4,-4.48562,-8.41609,-10.4771,-2.74179,-3.08394,0.641251,-12.7061,54670.9,-3.36648,0.75876,-0.000132824,1.00003,-16.7459,283.957,439.24,0.264153,74818.3,1.18792e-06,0.297297,106.029,88.7559,21.9106,26.9244,0.813783,437.227,671.745,0.456215 
85,4.95,95,85,48656.5,0,5,101,125,0,5,135,-4.52821,-2.89263,-14.4497,-4.91298,-4.98147,-157.781,-20.126,53199,-25.2813,16439.4,-3.91858,-2.283,-13.2305,-4.30335,-4.37184,0.529286,-10.9053,53890.5,-16.0606,0.361365,-0.000115648,1.00016,-30.178,260.411,331.369,0.218818,74186.7,1.18456e-06,0.247986,109.714,86.0987,22.3903,24.9878,0.896049,456.581,578.587,0.433895 
86,3.13,95,86,48652.9,0,5,101,125,0,5,135,-2.22245,-4.67448,-5.06651,-6.9292,-0.334703,-158.668,-10.7981,53069.2,-21.4186,16439.4,-1.60939,-4.06142,-3.84039,-6.31614,0.278359,0.753013,-1.52557,53764.7,-12.146,0.0947513,-1.62145e-05,1.00012,-16.1008,383.06,358.477,0.265796,73822.1,1.18262e-06,0.313342,108.078,88.0578,25.371,24.3631,1.04137,586.237,550.018,0.480153 
87,2.09,95,87,47928.3,0,5,101,125,0,5,135,-3.28297,-2.71084,-11.589,-3.1088,0.703667,-149.819,-11.1625,52824.7,-38.3074,16439.4,-2.7041,-2.13197,-10.4313,-2.52993,1.28254,0.368366,-2.40703,53481.4,-29.552,0.0635613,-2.57189e-05,1.0003,-37.8694,266.935,310.032,0.230033,73501.7,1.18091e-06,0.243607,106.114,84.9938,22.2466,23.7629,0.936193,450.74,523.251,0.411247 
88,2.22,95,88,51177.4,0,5,101,125,0,5,135,-1.75212,-4.62545,-9.85106,-3.29532,-3.78508,-150.002,-4.5341,55459.8,-23.9714,16439.4,-1.17254,-4.04587,-8.6919,-2.71574,-3.2055,0.561714,4.23204,56117.3,-15.2052,-0.301981,4.3092e-05,1.00015,-14.0142,284.951,322.775,0.21916,77458.6,1.20173e-06,0.252365,106.868,84.7364,23.4339,24.7158,0.948133,500.135,566.062,0.442761 
89,0.79,95,89,45972.3,0,5,101,125,0,5,135,-5.81406,-1.37272,-13.3874,-4.14446,-8.52778,-183.069,-21.3734,50861.9,-32.9587,16439.4,-5.10671,-0.665373,-11.9728,-3.43711,-7.82044,0.58718,-10.6749,51664.3,-22.2601,0.285524,-0.000118083,1.00023,-37.387,311.011,273.405,0.232914,71726.1,1.17132e-06,0.248952,106.643,89.1612,23.8848,22.1687,1.07741,519.569,455.399,0.415281 
90,1.57,95,90,49520.1,0,5,101,125,0,5,135,-2.16152,-8.42285,-8.65459,-4.41516,-2.59183,-104.075,-25.8048,54294,-8.01077,16439.4,-1.7594,-8.02072,-7.85034,-4.01304,-2.18971,0.670613,-19.7226,54750.2,-1.92864,0.894978,-0.000205888,1.00002,-22.037,265.996,395.718,0.26566,75739.7,1.19277e-06,0.272002,105.962,87.3679,21.1119,25.4907,0.828218,405.931,602.111,0.414483 
91,3.26,95,91,50724.9,0,5,101,125,0,5,135,-3.34195,0.162932,-11.3409,-4.06231,-3.75537,-83.0753,-16.6656,54662.1,-26.034,16439.4,-3.02096,0.483918,-10.6989,-3.74132,-3.43438,0.475843,-11.8106,55026.2,-21.1791,0.317273,-0.000122664,1.00021,-37.2255,349.5,326.559,0.232901,77165.1,1.20021e-06,0.28148,108.229,88.1157,25.3839,24.3022,1.04451,586.833,547.274,0.472175 
92,4.3,95,92,49437.9,0,5,101,125,0,5,135,-4.36927,-1.25887,-8.59242,-3.71935,-3.54631,-151.397,-14.5256,53658.5,-16.2248,16439.4,-3.7843,-0.673903,-7.42248,-3.13438,-2.96134,0.587099,-5.67792,54322.1,-7.37718,0.390758,-5.97311e-05,1.00007,-14.5305,306.703,416.204,0.314107,75021.2,1.18899e-06,0.300493,109.591,86.3174,21.5345,24.8643,0.86608,422.345,572.884,0.413703 
93,3.65,95,93,49086.2,0,5,101,125,0,5,135,-3.65012,-2.87443,-3.91612,-0.88783,-3.9529,-195.005,1.53267,53264.8,-34.2186,16439.4,-2.89666,-2.12097,-2.4092,-0.134369,-3.19944,0.77611,12.9288,54119.5,-22.8225,-0.894215,0.000136492,1.00023,-14.4582,314.013,348.323,0.231671,74908.8,1.1884e-06,0.278294,108.525,89.121,24.0809,25.0835,0.960032,528.136,583.026,0.466934 
94,1.7,95,94,47863.6,0,5,101,125,0,5,135,-5.4844,-3.54485,-11.9176,-6.38697,-3.04319,-127.7,-1.42159,52303.1,-20.0828,16439.4,-4.99099,-3.05145,-10.9308,-5.89356,-2.54978,0.601307,6.0412,52862.8,-12.62,-0.663659,6.5299e-05,1.00013,-9.10286,250.79,333.623,0.251871,73111.3,1.17881e-06,0.24538,106.02,85.7698,20.8633,23.8659,0.874188,396.428,527.798,0.388035 
95,1.18,95,95,47214,0,5,101,125,0,5,135,-5.80123,-9.35306,-12.0295,-5.99414,-3.1685,-195.048,-10.6517,52271.8,-29.7357,16439.4,-5.0476,-8.59943,-10.5223,-5.24052,-2.41488,0.669368,0.746865,53126.7,-18.3371,-0.0351339,8.03318e-06,1.00019,-21.2577,237.459,346.948,0.201536,73404.1,1.18038e-06,0.243166,106.383,88.5467,22.0816,26.4139,0.835983,444.079,646.516,0.453937 
96,0.4,95,96,48339.7,0,5,101,125,0,5,135,-5.43036,-5.41633,-12.5678,-3.40559,-2.5883,-221.125,-23.8402,52917.3,-25.9571,16439.4,-4.57598,-4.56195,-10.859,-2.55121,-1.73392,0.552796,-10.9176,53886.5,-13.0346,0.411069,-0.000115787,1.00013,-26.5592,326.73,295.314,0.212541,74147.1,1.18435e-06,0.262274,107.353,87.9137,25.3757,23.9065,1.06146,586.453,529.595,0.470551 
97,2.48,95,97,48132.6,0,5,101,125,0,5,135,-4.65303,-7.90682,-7.87539,-5.63289,-3.30315,-127.15,-11.3434,52373.7,-40.1721,16439.4,-4.16174,-7.41554,-6.89283,-5.1416,-2.81187,0.739141,-3.91274,52931,-32.7415,0.0905674,-4.22426e-05,1.00034,-43.2025,256.438,312.308,0.184979,73739.1,1.18218e-06,0.239387,107.047,84.1512,23.7855,26.0022,0.914749,515.258,626.519,0.480614 
98,0.14,95,98,46098.2,0,5,101,125,0,5,135,-1.73642,-3.68215,-11.2273,-6.05362,-2.91303,-163.234,2.68812,50449.9,-18.6722,16439.4,-1.10571,-3.05144,-9.96592,-5.42291,-2.28232,0.54344,12.2275,51165.3,-9.13276,9.64146,0.000136542,1.0001,1.26822,342.837,388.154,0.222815,70958,1.16712e-06,0.312556,108.359,85.8761,25.6234,27.0071,0.948766,597.962,675.879,0.544696 
99,2.87,95,99,48574.1,0,5,101,125,0,5,135,-1.83507,-5.5165,-5.4282,-0.3015,-2.46513,-242.854,3.33425,53007.6,-25.6204,16439.4,-0.896731,-4.57817,-3.55152,0.636839,-1.52679,0.641853,17.5266,54072,-11.428,4.59647,0.000185186,1.00011,3.81306,381.646,374.609,0.26835,73877,1.18291e-06,0.319644,107.959,87.3067,25.2914,24.8029,1.01969,582.564,570.057,0.487167 
100,1.83,95,100,48797.6,0,5,101,125,0,5,135,-2.74406,-2.87773,-10.2358,-6.01775,-4.0661,-151.039,-4.25162,53312.2,-33.6768,16439.4,-2.16047,-2.29415,-9.0686,-5.43416,-3.48252,0.595872,4.57511,53974.2,-24.8501,-0.181228,4.84347e-05,1.00025,-25.245,278.307,345.636,0.275186,74234.7,1.18482e-06,0.26177,105.659,84.9975,21.3254,23.586,0.904155,414.183,515.49,0.38999 
101,4.69,95,101,46219.8,0,5,101,125,0,5,135,-3.84201,-6.31115,-14.1544,-3.93154,-1.72505,-181.614,-15.4128,50830.2,-39.2848,16439.4,-3.14029,-5.60943,-12.751,-3.22982,-1.02333,0.504891,-4.79931,51626.2,-28.6713,0.122416,-5.31243e-05,1.0003,-39.2049,251.454,337.316,0.233672,70711.8,1.16577e-06,0.249824,109.319,85.0778,21.4706,24.6249,0.871906,419.844,561.904,0.41664 
102,3.91,95,102,46887.1,0,5,101,125,0,5,135,-1.62634,-0.340586,-8.13469,-1.03172,-3.92784,-152.993,-2.85773,51473.2,-42.8658,16439.4,-1.03521,0.250549,-6.95243,-0.440583,-3.33671,0.396196,6.08318,52143.7,-33.9249,-0.175679,6.66594e-05,1.00035,-34.6267,321.935,394.585,0.277412,72290.5,1.17438e-06,0.30349,108.888,86.8054,22.93,25.1171,0.912924,478.859,584.592,0.450526 
103,0.27,95,103,46648.6,0,5,101,125,0,5,135,-2.07208,-3.59738,-9.40287,-2.86714,-2.28574,-221.173,-30.5793,51441.7,-34.8938,16439.4,-1.21751,-2.74281,-7.69373,-2.01257,-1.43118,0.490407,-17.6539,52411.1,-21.9685,0.401079,-0.000192515,1.00023,-44.0161,359.418,369.522,0.236986,72201.2,1.1739e-06,0.310448,108.014,87.3378,25.6218,25.7258,0.995955,597.884,613.269,0.515825 
104,1.31,95,104,46629.3,0,5,101,125,0,5,135,-0.313141,-3.48573,-5.06086,-0.514669,-0.700946,-226.049,-12.6598,51423.4,-21.2506,16439.4,0.560268,-2.61232,-3.31404,0.35874,0.172463,0.314556,0.550492,52414.2,-8.04024,-0.0605082,6.00151e-06,1.00008,-9.0978,261.472,416.317,0.240622,72082.5,1.17326e-06,0.281211,106.286,88.2133,21.6864,27.0802,0.800821,428.326,679.545,0.459836 
105,2.61,95,105,47530.3,0,5,101,125,0,5,135,-1.63064,-5.72489,-7.6341,-1.59133,-2.59763,-163.1,-9.83852,51915.6,-32.7978,16439.4,-1.00045,-5.09471,-6.37373,-0.961147,-1.96745,0.586054,-0.306969,52630.5,-23.2663,0.0108752,-3.33288e-06,1.00024,-28.2265,339.563,381.611,0.244066,73683.2,1.18188e-06,0.304578,107.511,87.4858,24.6209,25.8218,0.953492,552.085,617.855,0.494166 
106,3.78,95,106,44587.9,0,5,101,125,0,5,135,-4.69173,-2.8301,-6.67596,-2.35179,-3.11122,-222.585,-2.21085,48911.8,-42.8624,16439.4,-3.83171,-1.97008,-4.95591,-1.49176,-2.2512,0.658229,10.797,49887.4,-29.8545,-0.431389,0.000123658,1.00032,-25.0284,306.602,368.766,0.256693,69030.7,1.15646e-06,0.290758,108.753,86.3203,22.9618,24.9033,0.922039,480.188,574.681,0.454243 
107,4.43,95,107,47718.9,0,5,101,125,0,5,135,-2.00892,-4.40752,-7.73788,-4.73532,-6.6266,-248.147,2.27784,52152.1,-32.7906,16439.4,-1.05012,-3.44873,-5.82029,-3.77653,-5.66781,0.705503,16.7796,53239.7,-18.2889,-3.24737,0.000180065,1.00019,-5.16713,271.462,372.706,0.262237,72697.5,1.17658e-06,0.270343,109.5,86.5455,21.4299,24.8956,0.860789,418.252,574.326,0.416558 
108,4.17,95,108,47271.1,0,5,101,125,0,5,135,-2.44406,-4.91437,-9.13548,-4.90168,-2.46856,-213.535,-0.651369,52103.9,-36.924,16439.4,-1.61901,-4.08931,-7.48537,-4.07663,-1.6435,0.604238,11.8276,53039.8,-24.445,-0.675615,0.000127409,1.00025,-17.5064,285.758,371.734,0.277523,72495.6,1.17549e-06,0.277265,108.835,86.6416,21.5743,24.4023,0.884109,423.907,551.789,0.411435 
109,3.39,95,109,44975.5,0,5,101,125,0,5,135,-6.2004,-3.9757,-8.39972,-7.09409,-3.05666,-178.522,-37.838,49620,-38.0979,16439.4,-5.51063,-3.28592,-7.02017,-6.40432,-2.36688,0.714487,-27.4052,50402.4,-27.665,0.452207,-0.000310798,1.0003,-60.6032,300.907,296.356,0.212545,69594.8,1.1596e-06,0.257522,108.494,89.3231,24.334,23.9124,1.01763,539.295,529.855,0.460981 
110,0.92,95,110,45060.8,0,5,101,125,0,5,135,-2.53824,-2.50381,-5.53358,-5.26676,-5.90118,-205.129,-9.23056,49771.4,-28.9399,16439.4,-1.74566,-1.71124,-3.94843,-4.47418,-5.1086,0.767577,2.75715,50670.5,-16.9522,-0.156786,3.10924e-05,1.00018,-17.5854,264.576,278.873,0.202412,69515.6,1.15916e-06,0.234333,106.576,87.4535,23.2587,23.6189,0.984749,492.684,516.93,0.435368 
