cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,sumBZ1,sumBZ2,fractionBZ0,fractionBZ1,fractionBZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
16,230,16,77835.4,0,5,131,50,0,5,135,522.597,8415.09,50246.7,7635.56,427.714,74.2747,0.343611,-6.72527,-0.644965,21322.4,455.681,8348.17,50117.8,7568.65,360.799,15916.8,816.48,0.749693,0.238094,0.0122134,0.241038,-0.261787,-7.02796,-1.25036,0.161131,0.0208417,0.911925,-1.62468 
17,235,17,83974.2,0,5,131,50,0,5,135,570.728,7695.66,57321.3,7133.45,320.46,100.732,-1.34057,-4.98423,-4.6778,21322.4,479.977,7604.91,57146.5,7042.7,229.709,14647.6,709.686,0.788186,0.202025,0.00978825,0.204022,-2.16161,-5.39475,-5.49884,0.265055,0.186307,0.643778,-8.15535 
18,240,18,86155,0,5,131,50,0,5,135,400.826,7934.09,58685.4,7325.97,346.818,68.3919,-0.34572,-3.21102,2.03169,21322.4,339.21,7872.47,58566.7,7264.35,285.203,15136.8,624.413,0.78795,0.203649,0.00840079,0.205374,-0.903168,-3.48974,1.47424,-1.28335,0.128836,1.29757,0.703756 
19,245,19,70487.2,0,5,131,50,0,5,135,460.816,6407.97,48047.9,5967.13,290.249,56.4336,5.38887,-2.8548,3.06119,21322.4,409.974,6357.13,47950,5916.29,239.407,12273.4,649.381,0.787708,0.201624,0.0106678,0.203798,4.92889,-3.08479,2.60122,0.634821,-10.4983,1.8442,7.76422 
20,250,20,59852.5,0,5,131,50,0,5,135,514.73,5324.54,40834.7,5077.45,257.272,130.644,2.12113,-2.39307,-2.11352,21322.4,397.031,5206.84,40608,4959.75,139.573,10166.6,536.603,0.791406,0.198136,0.0104578,0.20023,1.05627,-2.9255,-3.17837,-0.438623,-0.259951,0.629017,-2.40816 
21,250,21,86238.7,0,5,131,50,0,5,135,514.276,7808.33,59215.5,7039.33,301.691,96.0283,-1.90218,2.2109,-1.92967,21322.4,427.763,7721.82,59048.9,6952.82,215.177,14674.6,642.94,0.794026,0.197329,0.00864556,0.19905,-2.68489,1.81954,-2.71238,0.475928,-5.37718,5.24199,-5.64139 
22,250,22,65945,0,5,131,50,0,5,135,384.56,5680.15,45587.1,5351.78,289.141,95.2135,3.85433,-4.85766,-7.38958,21322.4,298.78,5594.37,45421.9,5266,203.362,10860.4,502.142,0.799901,0.191256,0.00884296,0.192963,3.07826,-5.2457,-8.16565,-0.528702,-0.504492,0.541996,-5.8223 
23,250,23,85420.2,0,5,131,50,0,5,135,495.454,7558.06,58841.4,7048.87,278.453,92.4727,0.592883,2.9563,17.1937,21322.4,412.144,7474.75,58680.9,6965.56,195.143,14440.3,607.287,0.795905,0.195858,0.0082368,0.197484,-0.160843,2.57943,16.44,-0.00905712,-0.0369485,0.224221,17.7587 
24,250,24,71450.7,0,5,131,50,0,5,135,363.543,6406.38,49156.1,5802.93,238.998,39.0678,3.79376,4.79942,1.73024,21322.4,328.346,6371.18,49088.3,5767.73,203.801,12138.9,532.147,0.794832,0.196552,0.00861646,0.19826,3.47533,4.6402,1.4118,0.693098,0.299709,0.858246,5.01419 
25,250,25,79435.7,0,5,131,50,0,5,135,447.899,6998.48,54820.2,6695.55,267.191,39.9557,4.17118,0.22986,0.933504,21322.4,411.902,6962.49,54750.9,6659.55,231.194,13622,643.096,0.793307,0.197375,0.00931807,0.199232,3.84551,0.0670243,0.607833,0.853032,0.970402,0.168831,4.50805 
26,250,26,87304.7,0,5,131,50,0,5,135,454.074,8130.17,59193.2,7702.7,309.948,57.9373,5.7189,-5.38233,1.37272,21322.4,401.877,8077.97,59092.6,7650.51,257.751,15728.5,659.628,0.782884,0.208377,0.00873902,0.210214,5.24666,-5.61844,0.90049,0.842405,-1.14416,1.0953,6.2282 
27,250,27,73426.3,0,5,131,50,0,5,135,491.118,6535.6,50428.8,6273.68,345.769,-8.79539,7.36442,3.337,-8.83064,21322.4,499.042,6543.53,50444,6281.6,353.693,12825.1,852.735,0.78669,0.200012,0.0132987,0.202707,7.43611,3.37284,-8.75895,-3.52231,0.557489,-2.44052,-2.11115 
28,250,28,74360.6,0,5,131,50,0,5,135,425.704,6741.14,51086.5,6300.62,213.793,55.6175,2.06194,-2.29216,-2.70427,21322.4,375.597,6691.03,50990,6250.52,163.687,12941.6,539.283,0.7909,0.200735,0.00836477,0.202428,1.60861,-2.51882,-3.15759,-0.877505,-0.574643,0.595052,-1.83317 
29,227,29,47462.3,0,5,131,50,0,5,135,2698.12,8544.9,19857.8,7680.08,2144.78,-4.67712,0.505247,-0.262324,-1.32111,21322.4,2702.33,8549.11,19865.9,7684.3,2148.99,16233.4,4851.32,0.485119,0.396414,0.118467,0.449687,0.543369,-0.243263,-1.28299,-0.635455,4.61819,0.258862,-0.855087 
30,223,30,63302.3,0,5,131,50,0,5,135,4604.19,9575.64,29178.3,9008.03,3603.48,-108.659,-10.0386,2.09787,-12.8283,21322.4,4702.09,9673.53,29366.9,9105.92,3701.37,18779.5,8403.46,0.51931,0.332087,0.148603,0.39005,-9.15295,2.54069,-11.9427,0.412844,1.94465,-0.644443,-22.1705 
31,232,31,84009.9,0,5,131,50,0,5,135,439.867,8017.91,57006.9,7485.55,333.983,65.378,2.64294,-7.85057,0.286586,21322.4,380.967,7959.01,56893.5,7426.65,275.082,15385.7,656.049,0.780055,0.21095,0.00899496,0.212864,2.11005,-8.11701,-0.246296,1.14578,-0.174461,0.983795,1.84159 
32,217,32,65497.7,0,5,131,50,0,5,135,2819.69,7836.33,37799.6,7458.86,2181.14,-51.7163,0.494639,-4.35204,-13.1528,21322.4,2866.28,7882.92,37889.4,7505.46,2227.74,15388.4,5094.02,0.649104,0.263627,0.0872686,0.288833,0.916168,-4.14127,-12.7313,-0.0706868,-0.14471,0.374689,-12.9609 
