cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,sumBZ1,sumBZ2,fractionBZ0,fractionBZ1,fractionBZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
17,168,17,71208,0,5,131,50,0,5,135,248.612,1943.83,59277.6,2410.78,194.034,-20.781,7.19033,2.07044,-6.70221,21322.4,267.334,1962.55,59313.7,2429.5,212.756,4392.05,480.09,0.924093,0.0684272,0.00747969,0.0759069,7.35971,2.15513,-6.53283,30.8022,0.66118,-1.54904,0.238935 
18,180,18,72145.4,0,5,131,50,0,5,135,2428.04,4688.66,49307.2,5252.58,1890.46,24.935,0.895905,1.03203,-5.1454,21322.4,2405.58,4666.2,49263.9,5230.12,1868,9896.32,4273.58,0.776619,0.15601,0.0673706,0.223381,0.692665,0.930414,-5.34864,-0.134829,0.298448,-0.471542,-5.13735 
19,104,19,78100.3,0,5,131,50,0,5,135,226.77,4117.47,60029.1,4488.35,90.5114,92.64,0.308356,0.503174,-0.942881,21322.4,143.309,4034.01,59868.3,4404.88,7.05045,8438.89,150.359,0.874532,0.123272,0.00219638,0.125468,-0.446733,0.125629,-1.69797,0.194441,1.96901,-0.1578,-2.29752 
20,116,20,72978.8,0,5,131,50,0,5,135,104.93,3656.37,56763.8,4001.8,111.105,88.3687,-2.8129,-4.17372,-3.72525,21322.4,25.317,3576.76,56610.5,3922.19,31.4923,7498.95,56.8093,0.882247,0.116867,0.000885345,0.117753,-3.53318,-4.53386,-4.44552,0.421681,0.308105,0.652622,-8.3788 
21,128,21,79706.7,0,5,131,50,0,5,135,238.362,4374.41,61095.4,4492.95,134.056,60.5645,-3.91627,1.33033,-13.7579,21322.4,183.799,4319.85,60990.3,4438.39,79.4929,8758.24,263.292,0.871143,0.125097,0.00376067,0.128857,-4.40992,1.0835,-14.2515,0.221114,1.75429,-0.162859,-19.9441 
22,200,22,75369.5,0,5,131,50,0,5,135,310.735,3838.74,58004.6,4163.88,167.673,118.82,4.92611,0.0136398,-1.75764,21322.4,203.688,3731.69,57798.5,4056.84,60.6261,7788.53,264.314,0.877712,0.118274,0.0040138,0.122288,3.95764,-0.470597,-2.72612,4.01313,1.26277,0.241271,0.986173 
23,156,23,63491.4,0,5,131,50,0,5,135,768.628,1516.9,53294.1,1955.28,920.312,-40.843,-5.54255,-5.1098,9.51899,21322.4,805.424,1553.69,53364.9,1992.08,957.108,3545.77,1762.53,0.909528,0.0604325,0.0300398,0.0904723,-5.20964,-4.94335,9.85189,-0.942254,0.375862,-12.2112,5.52892 
24,144,24,71443.1,0,5,131,50,0,5,135,357.138,3422.11,55405.7,3824.96,187.973,82.7927,-0.411942,0.786998,-2.69889,21322.4,282.548,3347.52,55262,3750.37,113.383,7097.89,395.931,0.880588,0.113103,0.00630907,0.119412,-1.08677,0.449585,-3.37372,0.228115,3.62263,-0.325348,-4.76412 
25,172,25,74881.5,0,5,131,50,0,5,135,234.218,3518.5,58444.5,3762.53,204.668,68.5757,0.935836,2.52448,-5.55468,21322.4,172.436,3456.72,58325.6,3700.75,142.886,7157.47,315.323,0.886429,0.108779,0.00479226,0.113571,0.376889,2.24501,-6.11362,-0.0599478,0.0875336,-2.09068,-6.28696 
26,187,26,60303.2,0,5,131,50,0,5,135,7405.39,5149.15,30245.5,5984.57,5723.52,-189.838,-3.90389,-5.17233,-9.81328,21322.4,7576.42,5320.17,30574.9,6155.6,5894.54,11475.8,13471,0.550684,0.20669,0.242626,0.449316,-2.35656,-4.39866,-8.26595,0.207326,0.234385,0.495016,-11.3664 
27,187,27,55287.3,0,5,131,50,0,5,135,7134.94,5012.99,25972.4,5881.23,5837.42,-224.343,3.70819,-10.7991,-11.5653,21322.4,7337.05,5215.1,26361.7,6083.34,6039.53,11298.4,13376.6,0.516524,0.221379,0.262097,0.483476,5.53676,-9.88477,-9.73676,-1.09071,-0.47075,0.651581,-5.0763 
28,187,28,54458.4,0,5,131,50,0,5,135,7215.77,4945.6,25321.7,5972.34,5591.14,-148.95,-4.49371,-4.39442,-3.49644,21322.4,7349.96,5079.8,25580.2,6106.53,5725.34,11186.3,13075.3,0.513227,0.224437,0.262336,0.486773,-3.27965,-3.78739,-2.28238,0.568648,0.331024,0.7535,-5.76745 
29,136,29,78479.5,0,5,131,50,0,5,135,335.814,4167.81,60003.2,4398.28,165.558,104.171,-2.96247,-1.00333,1.42354,21322.4,241.964,4073.97,59822.5,4304.43,71.709,8378.39,313.673,0.873135,0.122286,0.0045782,0.126865,-3.81155,-1.42787,0.574463,1.19657,0.604018,1.27943,-3.18538 
30,188,30,59459.4,0,5,131,50,0,5,135,7843.35,5568.68,27269.2,6558.86,6387.27,-190.826,-2.81763,1.98934,-14.7285,21322.4,8015.27,5740.6,27600.3,6730.78,6559.19,12471.4,14574.5,0.505073,0.228221,0.266706,0.494927,-1.26226,2.76702,-13.1731,0.0808052,-0.352582,-0.63115,-15.621 
31,140,31,69491.7,0,5,131,50,0,5,135,368.591,3188.89,54158.1,3479.8,234.291,96.3944,-5.20332,-3.25865,-8.70494,21322.4,281.747,3102.04,53990.8,3392.96,147.448,6495,429.195,0.88633,0.106624,0.00704579,0.11367,-5.98901,-3.6515,-9.49063,0.366664,0.483799,0.414775,-16.3338 
32,152,32,66474.9,0,5,131,50,0,5,135,620.352,2225.85,54595,2650.21,845.561,23.1501,1.11545,4.00023,-6.15572,21322.4,599.496,2205,54554.8,2629.35,824.704,4834.34,1424.2,0.897086,0.0794947,0.0234192,0.102914,0.926758,3.90588,-6.34441,-0.154752,0.119396,8.45839,-5.98865 
33,120,33,75939.5,0,5,131,50,0,5,135,210.531,4102.64,58258.7,4177.13,66.1633,85.809,9.13775,5.26014,-2.93293,21322.4,133.224,4025.33,58109.8,4099.83,-11.1434,8125.16,122.08,0.875714,0.122446,0.00183975,0.124286,8.43834,4.91043,-3.63234,1.88394,0.495452,1.67102,4.47909 
34,132,34,74808.7,0,5,131,50,0,5,135,287.92,3820.63,57787.5,4002.99,155.195,36.7391,-5.33087,1.18479,-2.2388,21322.4,254.821,3787.53,57723.8,3969.89,122.096,7757.41,376.917,0.876487,0.11779,0.00572317,0.123513,-5.63032,1.03507,-2.53826,0.670514,1.47431,-3.01904,-8.39702 
35,160,35,71626.1,0,5,131,50,0,5,135,451.357,2103.25,59773.9,2455.82,611.26,-51.2202,7.10878,-3.07016,0.969895,21322.4,497.503,2149.39,59862.7,2501.97,657.406,4651.36,1154.91,0.911583,0.0708304,0.0175868,0.0884172,7.52626,-2.86142,1.38738,0.832689,2.98805,1.35724,9.03851 
36,112,36,74834.2,0,5,131,50,0,5,135,148.136,3759.89,57568.4,4024.14,157.022,101.501,-2.4193,2.35031,2.46446,21322.4,56.692,3668.44,57392.3,3932.7,65.5781,7601.14,122.27,0.881389,0.116733,0.00187774,0.118611,-3.24661,1.93666,1.63715,2.22048,-22.7778,0.685446,-1.46212 
37,196,37,73388.3,0,5,131,50,0,5,135,228.448,3738.96,56219.7,4128.15,90.3756,100.152,13.611,-5.6108,-14.5662,21322.4,138.219,3648.73,56045.9,4037.92,0.146548,7686.65,138.366,0.877487,0.120347,0.00216634,0.122513,12.7947,-6.01896,-15.3825,-3.22103,5.65756,0.418871,-3.97224 
38,148,38,74909.3,0,5,131,50,0,5,135,559.342,3214.12,59451.5,3500.97,599.824,32.6451,-0.283559,2.39705,-8.77835,21322.4,529.931,3184.71,59394.9,3471.56,570.414,6656.27,1100.35,0.884491,0.0991232,0.016386,0.115509,-0.549643,2.26401,-9.04443,0.0528093,-0.161074,-0.85569,-10.4081 
39,100,39,71661.1,0,5,131,50,0,5,135,134.85,3598.78,55363,3729.53,164.614,144.972,5.51307,-3.56529,-4.42476,21322.4,4.2421,3468.17,55111.5,3598.92,34.0058,7067.1,38.2479,0.885797,0.113588,0.000614751,0.114203,4.33143,-4.15611,-5.6064,-2.43402,-1.4724,0.577271,-1.77954 
40,108,40,73000.7,0,5,131,50,0,5,135,236.267,3629.05,56468.3,3883.9,96.7502,115.997,3.73817,-1.46919,8.20247,21322.4,131.764,3524.54,56267,3779.4,-7.75311,7303.94,124.011,0.883382,0.114671,0.00194695,0.116618,2.7927,-1.94192,7.257,0.260931,-4.61108,-0.972126,10.7028 
41,164,41,66643.3,0,5,131,50,0,5,135,228.124,1822.69,55414.7,2125.19,292.59,-16.7948,6.01899,2.16703,5.85439,21322.4,243.255,1837.82,55443.9,2140.32,307.721,3978.13,550.975,0.924481,0.0663321,0.00918706,0.0755192,6.15588,2.23547,5.99128,0.485236,0.611433,0.407347,12.6864 
42,124,42,68171.5,0,5,131,50,0,5,135,199.22,3241.32,53202.7,3303.85,56.5048,110.896,9.36554,-0.825661,2.63481,21322.4,99.3113,3141.41,53010.3,3203.94,-43.4037,6345.35,55.9076,0.892256,0.106803,0.000941023,0.107744,8.46165,-1.27761,1.73091,0.817681,1.35912,3.78025,10.3483 
