cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,sumBZ1,sumBZ2,fractionBZ0,fractionBZ1,fractionBZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
10,150,10,34693.3,0,5,131,50,0,5,135,354.083,1899.8,17927.7,2346.82,284.346,666.843,13.8098,9.26039,14.475,21322.4,121.593,1667.31,17490,2114.33,51.8555,3781.64,173.448,0.815572,0.17634,0.008088,0.184428,9.2512,6.98107,9.91632,0.461177,0.430928,0.564619,20.06 
11,155,11,36371.7,0,5,131,50,0,5,135,505.854,1968.59,17003.7,2269.07,443.495,1128.38,14.7864,9.60316,15.6208,21322.4,112.451,1575.19,16263.2,1875.67,50.0931,3450.86,162.545,0.818208,0.173614,0.00817769,0.181792,7.0726,5.74627,7.90699,0.450736,0.412912,0.572416,15.6912 
12,160,12,34933.8,0,5,131,50,0,5,135,436.892,1935.13,16650.4,2157.03,353.835,839.486,14.5401,8.02588,19.4951,21322.4,144.211,1642.45,16099.5,1864.34,61.154,3506.8,205.365,0.812628,0.177007,0.0103658,0.187372,8.80124,5.15645,13.7562,0.36987,0.493757,0.408461,23.7955 
13,165,13,32813.1,0,5,131,50,0,5,135,462.797,1690.88,16566.8,2265.64,460.45,630.236,15.7496,7.69123,18.9547,21322.4,243.069,1471.15,16153.2,2045.91,240.722,3517.06,483.792,0.801486,0.174509,0.0240047,0.198514,11.4412,5.53704,14.6463,0.417476,0.541442,0.41052,27.4057 
14,170,14,34128.3,0,5,131,50,0,5,135,716.026,2201.73,15506.9,2551.59,829.629,1047.98,9.38593,4.74885,12.5317,21322.4,350.653,1836.36,14819.2,2186.22,464.256,4022.57,814.908,0.753901,0.204642,0.0414571,0.246099,2.22176,1.16676,5.36749,0.275231,0.5211,0.285933,8.07232 
15,175,15,29799.6,0,5,131,50,0,5,135,1033.32,2032.89,13777.1,2149.04,1201.56,555.796,11.1406,6.05442,16.3163,21322.4,839.543,1839.12,13412.4,1955.27,1007.79,3794.39,1847.33,0.70391,0.199138,0.096952,0.29609,7.3411,4.15467,12.5168,0.349836,0.50241,0.379439,20.9844 
16,180,16,33712.1,0,5,131,50,0,5,135,2750.32,2122.06,10667.2,2162.97,3398.56,1415.55,14.0492,8.49957,16.3836,21322.4,2256.8,1628.54,9738.26,1669.45,2905.04,3297.99,5161.84,0.535126,0.181227,0.283647,0.464874,4.37233,3.66113,6.70667,0.37426,0.405623,0.501394,11.6826 
17,185,17,38107.3,0,5,131,50,0,5,135,1669.23,2418.6,14572.4,2602.92,1975.73,1599.87,16.7001,6.87457,18.6125,21322.4,1111.45,1860.81,13522.5,2045.14,1417.95,3905.95,2529.4,0.677553,0.19571,0.126737,0.322447,5.76316,1.4061,7.67552,0.407882,0.700788,0.252314,14.1295 
18,190,18,37603.2,0,5,131,50,0,5,135,1077.76,2371,15727.4,2678.36,1215.68,1435.12,18.7824,3.90101,25.221,21322.4,577.412,1870.65,14785.6,2178.01,715.338,4048.66,1292.75,0.734614,0.201156,0.0642297,0.265386,8.97167,-1.00435,15.4103,0.348159,1.24364,-0.136437,25.7689 
19,195,19,32867.5,0,5,131,50,0,5,135,281.57,2270.53,17104.7,2553.25,230.719,441.714,13.5997,9.62141,14.7002,21322.4,127.569,2116.53,16814.9,2399.25,76.7178,4515.77,204.287,0.780818,0.209695,0.0094863,0.219182,10.58,8.1116,11.6806,0.453847,0.427039,0.561259,23.3119 
20,200,20,32867.2,0,5,131,50,0,5,135,417.637,1992.66,15464.1,2308.29,311.235,755.171,16.3535,6.754,27.2012,21322.4,154.352,1729.38,14968.5,2045.01,47.9493,3774.39,202.301,0.790095,0.199227,0.0106782,0.209905,11.191,4.17277,22.0387,0.317807,0.605137,0.25859,35.2133 
21,187,21,34641.9,0,5,131,50,0,5,135,2653.22,2124.97,12000.3,2222.07,3244.8,1249.25,18.5914,9.04165,11.9534,21322.4,2217.68,1689.43,11180.5,1786.53,2809.25,3475.96,5026.93,0.568016,0.176594,0.25539,0.431984,10.0513,4.77162,3.41334,0.729845,0.546219,0.720291,13.7719 
22,187,22,30911.7,0,5,131,50,0,5,135,924.572,1851.14,13643,2077.76,1012.98,877.028,16.1937,5.69855,18.971,21322.4,618.802,1545.37,13067.5,1771.99,707.206,3317.35,1326.01,0.737824,0.187306,0.0748698,0.262176,10.1982,2.70081,12.9755,0.418963,0.683313,0.277158,24.3415 
23,187,23,33283.7,0,5,131,50,0,5,135,2249.9,2168.62,11904.8,2237.14,3007.53,1268.83,11.9473,7.12151,15.1108,21322.4,1807.53,1726.25,11072.1,1794.77,2565.16,3521.01,4372.69,0.583792,0.185651,0.230557,0.416208,3.27341,2.78454,6.43691,0.318127,0.401825,0.443478,10.2896 
24,187,24,35522.9,0,5,131,50,0,5,135,2240.12,2311.8,12354.5,2344.97,2847.62,1476.62,11.0788,8.42639,7.78818,21322.4,1725.31,1796.99,11385.4,1830.16,2332.8,3627.14,4058.11,0.597011,0.190195,0.212794,0.402989,0.984439,3.3792,-2.30619,-0.643715,0.142713,1.58852,-1.52931 
25,187,25,34268.2,0,5,131,50,0,5,135,589.877,1972.81,15005.5,2319.72,576.555,1102.15,20.2474,9.97156,14.4602,21322.4,205.621,1588.55,14282.2,1935.46,192.299,3524.02,397.919,0.784558,0.193584,0.0218588,0.215442,12.713,6.20434,6.92571,0.627429,0.539358,0.622675,20.262 
26,187,26,31732.2,0,5,131,50,0,5,135,2471.2,2107.08,9364.15,2115.88,3297.7,1786.29,15.0395,8.60898,16.9251,21322.4,1848.42,1484.3,8191.86,1493.1,2674.93,2977.4,4523.35,0.52202,0.189733,0.288247,0.47798,2.82816,2.5033,4.71377,0.355022,0.392313,0.494508,7.96617 
27,187,27,37712.6,0,5,131,50,0,5,135,2305.22,2232.31,13099.6,2456.69,2781.25,1511.97,19.3113,7.72192,22.8175,21322.4,1778.08,1705.18,12107.3,1929.56,2254.11,3634.73,4032.19,0.612277,0.183811,0.203911,0.387723,8.9753,2.5539,12.4815,0.397487,0.667575,0.273743,22.5801 
28,187,28,26885.9,0,5,131,50,0,5,135,1653.59,1675.21,12449.6,1868.83,2017.78,134.101,8.40067,7.06419,7.85405,21322.4,1606.84,1628.45,12361.5,1822.08,1971.03,3450.53,3577.87,0.637524,0.177955,0.184522,0.362476,7.48394,6.60583,6.93732,0.497417,0.392979,0.636903,15.0456 
29,187,29,34642.1,0,5,131,50,0,5,135,2560.44,2194.36,12874.1,2240.78,3138.67,1055.39,17.755,5.27384,14.6437,21322.4,2192.49,1826.41,12181.4,1872.82,2770.71,3699.23,4963.2,0.584413,0.177473,0.238113,0.415587,10.5402,1.66643,7.42891,0.565531,0.783282,0.292394,18.6377 
30,187,30,36213.6,0,5,131,50,0,5,135,2002.6,2233.36,14505.6,2422.93,2386.82,943.921,14.1777,9.96352,15.0495,21322.4,1673.51,1904.27,13886.1,2093.84,2057.72,3998.11,3731.24,0.642416,0.184965,0.172619,0.357584,7.7249,6.73714,8.59672,0.451872,0.395847,0.590773,17.0953 
31,187,31,37712.1,0,5,131,50,0,5,135,2778.16,2500.06,11817.7,2516.76,3570.11,1885.3,15.4334,5.56578,23.7019,21322.4,2120.86,1842.77,10580.5,1859.46,2912.82,3702.23,5033.68,0.547746,0.191663,0.260591,0.452254,2.54526,-0.878306,10.8137,0.17759,2.5245,-0.175942,14.3322 
32,187,32,38472.3,0,5,131,50,0,5,135,1400.23,2343.34,15050.8,2596.32,1599.99,1567.31,21.1187,7.4564,22.46,21322.4,853.799,1796.91,14022.2,2049.89,1053.56,3846.8,1907.36,0.709038,0.194515,0.0964466,0.290962,10.4043,2.09922,11.7457,0.448325,0.739051,0.247682,23.2072 
33,187,33,37915.9,0,5,131,50,0,5,135,2483.09,2478.02,11552.4,2585.94,3142.1,2248.93,21.0963,7.3772,13.1347,21322.4,1699.01,1693.94,10076.5,1801.87,2358.03,3495.81,4057.04,0.571576,0.198295,0.23013,0.428424,5.72231,-0.309808,-2.2393,1.74383,1.10466,0.203095,3.28147 
34,187,34,34538.4,0,5,131,50,0,5,135,2157.47,2261.64,13691.9,2450.11,2571.4,1124.28,16.171,8.19239,13.3744,21322.4,1765.5,1869.67,12954,2058.13,2179.43,3927.81,3944.93,0.62199,0.188594,0.189416,0.37801,8.48531,4.34953,5.68864,0.577785,0.527137,0.584799,14.6859 
35,187,35,33785.2,0,5,131,50,0,5,135,2515.17,2082.31,12023.5,2064.43,2972.23,1032.8,20.3981,10.4776,17.7197,21322.4,2155.09,1722.23,11345.7,1704.35,2612.15,3426.57,4767.25,0.580654,0.175366,0.24398,0.419346,13.3378,6.94739,10.6594,0.534441,0.523138,0.545582,24.9565 
36,187,36,40031.5,0,5,131,50,0,5,135,2471.33,2417.44,12720.9,2556.93,3052.9,2136,21.4815,8.26611,28.5084,21322.4,1726.63,1672.74,11319.1,1812.23,2308.2,3484.97,4034.83,0.600837,0.184988,0.214175,0.399163,6.87953,0.965116,13.9064,0.312173,0.802888,0.113352,22.0376 
37,187,37,32706.5,0,5,131,50,0,5,135,1532.62,1975.22,12709.9,2244.28,1926.25,1341.94,17.2724,5.72433,26.5624,21322.4,1064.76,1507.36,11829.2,1776.43,1458.4,3283.78,2523.16,0.670736,0.186196,0.143067,0.329264,8.09869,1.13748,17.3887,0.299371,0.802703,0.107542,27.0524 
38,187,38,35999.6,0,5,131,50,0,5,135,561.287,2279.71,16589.6,2670.48,507.196,884.563,16.9583,7.5534,18.373,21322.4,252.89,1971.31,16009.1,2362.08,198.799,4333.4,451.69,0.769884,0.208394,0.0217219,0.230116,10.9113,4.5299,12.326,0.448164,0.579198,0.403693,24.3466 
39,187,39,33961.1,0,5,131,50,0,5,135,2368.52,2103.66,11102.5,2205.55,2933.26,1587.89,13.2147,8.79843,17.9608,21322.4,1814.92,1550.05,10060.4,1651.94,2379.65,3201.99,4194.57,0.576298,0.183422,0.24028,0.423702,2.35969,3.37091,7.10579,0.233517,0.285718,0.466347,10.105 
