cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,sumBZ1,sumBZ2,fractionBZ0,fractionBZ1,fractionBZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
12,109,12,65771.9,0,5,131,50,0,5,135,-1392.65,3299.65,58937.7,3962.86,51.6552,418.178,-12.5132,-9.91407,-43.3062,21322.4,-1769.4,2922.91,58212.1,3586.12,-325.089,6509.02,-2094.49,0.92951,0.103934,-0.033444,0.0704898,-15.9217,-11.6183,-46.7147,0.238203,0.439174,0.314197,-66.8407 
13,111,13,64970.3,0,5,131,50,0,5,135,-1382.49,3084.39,58719.4,3614.49,-35.5173,392.874,-9.10525,-9.64704,-34.9877,21322.4,-1736.43,2730.45,58037.8,3260.54,-389.464,5990.99,-2125.9,0.937562,0.0967805,-0.0343425,0.062438,-12.3075,-11.2482,-38.1899,0.228193,0.384708,0.351727,-53.9345 
14,113,14,68868.5,0,5,131,50,0,5,135,-1334.63,3445.88,60507.5,4041.72,80.3397,374.241,-12.3576,-7.68716,-49.9279,21322.4,-1671.79,3108.72,59858.1,3704.56,-256.821,6813.28,-1928.61,0.924553,0.105236,-0.0297888,0.0754473,-15.408,-9.21234,-52.9783,0.210623,0.488684,0.242609,-73.1543 
15,115,15,63593.1,0,5,131,50,0,5,135,-1404.93,2887.78,57658,3437.36,51.7658,396.85,-16.1612,-4.47566,-49.201,21322.4,-1762.46,2530.25,56969.4,3079.83,-305.763,5610.08,-2068.22,0.941468,0.0927114,-0.0341791,0.0585323,-19.3959,-6.09298,-52.4357,0.253373,0.645269,0.176311,-76.5508 
16,115,16,64874,0,5,131,50,0,5,135,-1326.09,2990.27,58319.3,3472.7,53.8958,327.568,-14.9763,-3.60405,-46.9609,21322.4,-1621.2,2695.16,57751,3177.59,-241.216,5872.74,-1862.41,0.935067,0.0950878,-0.030155,0.0649328,-17.6463,-4.93901,-49.6309,0.245962,0.671228,0.154918,-71.7439 
17,96,17,61135.5,0,5,131,50,0,5,135,-1321.99,10604.3,39396.1,9780.06,150.838,383.912,-12.0487,-9.64292,-49.1041,21322.4,-1667.86,10258.4,38730,9434.19,-195.035,19692.6,-1862.9,0.684763,0.348174,-0.0329368,0.315237,-15.1779,-11.2075,-52.2332,0.210476,0.436258,0.283285,-72.1121 
18,98,18,51582.3,0,5,131,50,0,5,135,-1572.71,12152.2,28353.2,10970.1,82.5193,411.628,-8.02535,-3.03283,-47.2912,21322.4,-1943.56,11781.4,27639,10599.3,-288.323,22380.6,-2231.88,0.57837,0.468334,-0.046704,0.42163,-11.3804,-4.71037,-50.6462,0.170916,0.579937,0.146266,-66.5848 
19,97,19,59226.2,0,5,131,50,0,5,135,-1492.42,12272.8,34386.8,11342.2,148.799,343.869,-14.9222,-11.2017,-50.5182,21322.4,-1802.22,11963,33790.1,11032.4,-160.999,22995.4,-1963.22,0.616357,0.419453,-0.0358106,0.383643,-17.725,-12.6031,-53.321,0.2337,0.445571,0.303332,-75.8448 
20,96,20,62047.1,0,5,131,50,0,5,135,-1461.82,10583.1,39814.5,10095.7,170.086,398.158,-14.1961,-9.47705,-46.7485,21322.4,-1820.53,10224.4,39123.6,9737.01,-188.621,19961.4,-2009.15,0.685467,0.349735,-0.0352013,0.314533,-17.4414,-11.0997,-49.9938,0.242462,0.473105,0.29027,-71.9347 
21,97,21,64650.5,0,5,131,50,0,5,135,-1393.36,12792,37716.8,11789.5,202.079,412.342,-12.5377,-3.91016,-47.9287,21322.4,-1764.84,12420.5,37001.4,11418,-169.407,23838.5,-1934.25,0.628146,0.40469,-0.0328364,0.371854,-15.8986,-5.59062,-51.2896,0.221416,0.619052,0.167216,-71.8043 
22,98,22,60858.1,0,5,131,50,0,5,135,-1420.13,14058.1,31932.1,12928.4,142.428,383.493,-21.7196,-5.78493,-42.7469,21322.4,-1765.63,13712.6,31266.7,12582.9,-203.067,26295.5,-1968.7,0.562416,0.472996,-0.0354124,0.437584,-24.8453,-7.34781,-45.8727,0.33195,0.658957,0.227838,-74.8465 
23,98,23,63236.7,0,5,131,50,0,5,135,-1572,14242.5,33835.2,13013.2,162.086,370.333,-14.9994,-6.23155,-51.1236,21322.4,-1905.64,13908.9,33192.7,12679.5,-171.554,26588.4,-2077.19,0.575224,0.460773,-0.0359974,0.424776,-18.018,-7.7408,-54.1421,0.2339,0.570832,0.208466,-77.0329 
24,98,24,62247.3,0,5,131,50,0,5,135,-1444.93,14378.6,32537.8,12968.1,165.603,356.608,-11.5364,-9.68326,-52.7012,21322.4,-1766.2,14057.3,31919,12646.8,-155.671,26704.1,-1921.87,0.562933,0.470961,-0.0338947,0.437067,-14.4431,-11.1366,-55.6078,0.192432,0.425647,0.269496,-75.0556 
